t,x_cubeOne(t),x_cubeTwo(t),v_cubeOne(t),v_cubeTwo(t),p_cubeOne(t),p_cubeTwo(t)
14.6743,-6.050601,-7.567088,-1.000223,-1.000223,-2.000447,-2.000447
14.6753,-6.051602,-7.568089,-1.000223,-1.000223,-2.000447,-2.000447
14.6763,-6.052602,-7.569089,-1.000223,-1.000223,-2.000447,-2.000447
14.6773,-6.053603,-7.570089,-1.000223,-1.000223,-2.000447,-2.000447
14.6783,-6.054603,-7.57109,-1.000223,-1.000223,-2.000447,-2.000447
14.6793,-6.055604,-7.57209,-1.000223,-1.000223,-2.000447,-2.000447
14.6803,-6.056604,-7.573091,-1.000223,-1.000223,-2.000447,-2.000447
14.6813,-6.057604,-7.574091,-1.000223,-1.000223,-2.000447,-2.000447
14.6823,-6.058605,-7.575091,-1.000223,-1.000223,-2.000447,-2.000447
14.6833,-6.059605,-7.576092,-1.000223,-1.000223,-2.000447,-2.000447
14.6843,-6.060606,-7.577092,-1.000223,-1.000223,-2.000447,-2.000447
14.6853,-6.061606,-7.578093,-1.000223,-1.000223,-2.000447,-2.000447
14.68631,-6.062606,-7.579093,-1.000223,-1.000223,-2.000447,-2.000447
14.68731,-6.063607,-7.580093,-1.000223,-1.000223,-2.000447,-2.000447
14.68831,-6.064607,-7.581094,-1.000223,-1.000223,-2.000447,-2.000447
14.68931,-6.065608,-7.582094,-1.000223,-1.000223,-2.000447,-2.000447
14.69031,-6.066608,-7.583095,-1.000223,-1.000223,-2.000447,-2.000447
14.69131,-6.067608,-7.584095,-1.000223,-1.000223,-2.000447,-2.000447
14.69231,-6.068609,-7.585095,-1.000223,-1.000223,-2.000447,-2.000447
14.69331,-6.069609,-7.586096,-1.000223,-1.000223,-2.000447,-2.000447
14.69431,-6.07061,-7.587096,-1.000223,-1.000223,-2.000447,-2.000447
14.69531,-6.07161,-7.588097,-1.000223,-1.000223,-2.000447,-2.000447
14.69631,-6.07261,-7.589097,-1.000223,-1.000223,-2.000447,-2.000447
14.69731,-6.073611,-7.590097,-1.000223,-1.000223,-2.000447,-2.000447
14.69831,-6.074611,-7.591098,-1.000223,-1.000223,-2.000447,-2.000447
14.69931,-6.075612,-7.592098,-1.000223,-1.000223,-2.000447,-2.000447
14.70031,-6.076612,-7.593099,-1.000223,-1.000223,-2.000447,-2.000447
14.70131,-6.077612,-7.594099,-1.000223,-1.000223,-2.000447,-2.000447
14.70231,-6.078613,-7.595099,-1.000223,-1.000223,-2.000447,-2.000447
14.70331,-6.079613,-7.5961,-1.000223,-1.000223,-2.000447,-2.000447
14.70431,-6.080614,-7.5971,-1.000223,-1.000223,-2.000447,-2.000447
14.70531,-6.081614,-7.598101,-1.000223,-1.000223,-2.000447,-2.000447
14.70631,-6.082614,-7.599101,-1.000223,-1.000223,-2.000447,-2.000447
14.70731,-6.083615,-7.600101,-1.000223,-1.000223,-2.000447,-2.000447
14.70831,-6.084615,-7.601102,-1.000223,-1.000223,-2.000447,-2.000447
14.70931,-6.085616,-7.602102,-1.000223,-1.000223,-2.000447,-2.000447
14.71031,-6.086616,-7.603103,-1.000223,-1.000223,-2.000447,-2.000447
14.71132,-6.087616,-7.604103,-1.000223,-1.000223,-2.000447,-2.000447
14.71232,-6.088617,-7.605103,-1.000223,-1.000223,-2.000447,-2.000447
14.71332,-6.089617,-7.606104,-1.000223,-1.000223,-2.000447,-2.000447
14.71432,-6.090618,-7.607104,-1.000223,-1.000223,-2.000447,-2.000447
14.71532,-6.091618,-7.608105,-1.000223,-1.000223,-2.000447,-2.000447
14.71632,-6.092618,-7.609105,-1.000223,-1.000223,-2.000447,-2.000447
14.71732,-6.093619,-7.610106,-1.000223,-1.000223,-2.000447,-2.000447
14.71832,-6.094619,-7.611106,-1.000223,-1.000223,-2.000447,-2.000447
14.71932,-6.09562,-7.612106,-1.000223,-1.000223,-2.000447,-2.000447
14.72032,-6.09662,-7.613107,-1.000223,-1.000223,-2.000447,-2.000447
14.72132,-6.09762,-7.614107,-1.000223,-1.000223,-2.000447,-2.000447
14.72232,-6.098621,-7.615108,-1.000223,-1.000223,-2.000447,-2.000447
14.72332,-6.099621,-7.616108,-1.000223,-1.000223,-2.000447,-2.000447
14.72432,-6.100622,-7.617108,-1.000223,-1.000223,-2.000447,-2.000447
14.72532,-6.101622,-7.618109,-1.000223,-1.000223,-2.000447,-2.000447
14.72632,-6.102623,-7.619109,-1.000223,-1.000223,-2.000447,-2.000447
14.72732,-6.103623,-7.62011,-1.000223,-1.000223,-2.000447,-2.000447
14.72832,-6.104623,-7.62111,-1.000223,-1.000223,-2.000447,-2.000447
14.72932,-6.105624,-7.62211,-1.000223,-1.000223,-2.000447,-2.000447
14.73032,-6.106624,-7.623111,-1.000223,-1.000223,-2.000447,-2.000447
14.73132,-6.107625,-7.624111,-1.000223,-1.000223,-2.000447,-2.000447
14.73232,-6.108625,-7.625112,-1.000223,-1.000223,-2.000447,-2.000447
14.73332,-6.109625,-7.626112,-1.000223,-1.000223,-2.000447,-2.000447
14.73432,-6.110626,-7.627112,-1.000223,-1.000223,-2.000447,-2.000447
14.73532,-6.111626,-7.628113,-1.000223,-1.000223,-2.000447,-2.000447
14.73633,-6.112627,-7.629113,-1.000223,-1.000223,-2.000447,-2.000447
14.73733,-6.113627,-7.630114,-1.000223,-1.000223,-2.000447,-2.000447
14.73833,-6.114627,-7.631114,-1.000223,-1.000223,-2.000447,-2.000447
14.73933,-6.115628,-7.632114,-1.000223,-1.000223,-2.000447,-2.000447
14.74033,-6.116628,-7.633115,-1.000223,-1.000223,-2.000447,-2.000447
14.74133,-6.117629,-7.634115,-1.000223,-1.000223,-2.000447,-2.000447
14.74233,-6.118629,-7.635116,-1.000223,-1.000223,-2.000447,-2.000447
14.74333,-6.119629,-7.636116,-1.000223,-1.000223,-2.000447,-2.000447
14.74433,-6.12063,-7.637116,-1.000223,-1.000223,-2.000447,-2.000447
14.74533,-6.12163,-7.638117,-1.000223,-1.000223,-2.000447,-2.000447
14.74633,-6.122631,-7.639117,-1.000223,-1.000223,-2.000447,-2.000447
14.74733,-6.123631,-7.640118,-1.000223,-1.000223,-2.000447,-2.000447
14.74833,-6.124631,-7.641118,-1.000223,-1.000223,-2.000447,-2.000447
14.74933,-6.125632,-7.642118,-1.000223,-1.000223,-2.000447,-2.000447
14.75033,-6.126632,-7.643119,-1.000223,-1.000223,-2.000447,-2.000447
14.75133,-6.127633,-7.644119,-1.000223,-1.000223,-2.000447,-2.000447
14.75233,-6.128633,-7.64512,-1.000223,-1.000223,-2.000447,-2.000447
14.75333,-6.129633,-7.64612,-1.000223,-1.000223,-2.000447,-2.000447
14.75433,-6.130634,-7.64712,-1.000223,-1.000223,-2.000447,-2.000447
14.75533,-6.131634,-7.648121,-1.000223,-1.000223,-2.000447,-2.000447
14.75633,-6.132635,-7.649121,-1.000223,-1.000223,-2.000447,-2.000447
14.75733,-6.133635,-7.650122,-1.000223,-1.000223,-2.000447,-2.000447
14.75833,-6.134635,-7.651122,-1.000223,-1.000223,-2.000447,-2.000447
14.75933,-6.135636,-7.652122,-1.000223,-1.000223,-2.000447,-2.000447
14.76033,-6.136636,-7.653123,-1.000223,-1.000223,-2.000447,-2.000447
14.76134,-6.137637,-7.654123,-1.000223,-1.000223,-2.000447,-2.000447
14.76234,-6.138637,-7.655124,-1.000223,-1.000223,-2.000447,-2.000447
14.76334,-6.139637,-7.656124,-1.000223,-1.000223,-2.000447,-2.000447
14.76434,-6.140638,-7.657125,-1.000223,-1.000223,-2.000447,-2.000447
14.76534,-6.141638,-7.658125,-1.000223,-1.000223,-2.000447,-2.000447
14.76634,-6.142639,-7.659125,-1.000223,-1.000223,-2.000447,-2.000447
14.76734,-6.143639,-7.660126,-1.000223,-1.000223,-2.000447,-2.000447
14.76834,-6.144639,-7.661126,-1.000223,-1.000223,-2.000447,-2.000447
14.76934,-6.14564,-7.662127,-1.000223,-1.000223,-2.000447,-2.000447
14.77034,-6.14664,-7.663127,-1.000223,-1.000223,-2.000447,-2.000447
14.77134,-6.147641,-7.664127,-1.000223,-1.000223,-2.000447,-2.000447
14.77234,-6.148641,-7.665128,-1.000223,-1.000223,-2.000447,-2.000447
14.77334,-6.149642,-7.666128,-1.000223,-1.000223,-2.000447,-2.000447
14.77434,-6.150642,-7.667129,-1.000223,-1.000223,-2.000447,-2.000447
14.77534,-6.151642,-7.668129,-1.000223,-1.000223,-2.000447,-2.000447
14.77634,-6.152643,-7.669129,-1.000223,-1.000223,-2.000447,-2.000447
14.77734,-6.153643,-7.67013,-1.000223,-1.000223,-2.000447,-2.000447
14.77834,-6.154644,-7.67113,-1.000223,-1.000223,-2.000447,-2.000447
14.77934,-6.155644,-7.672131,-1.000223,-1.000223,-2.000447,-2.000447
14.78034,-6.156644,-7.673131,-1.000223,-1.000223,-2.000447,-2.000447
14.78134,-6.157645,-7.674131,-1.000223,-1.000223,-2.000447,-2.000447
14.78234,-6.158645,-7.675132,-1.000223,-1.000223,-2.000447,-2.000447
14.78334,-6.159646,-7.676132,-1.000223,-1.000223,-2.000447,-2.000447
14.78434,-6.160646,-7.677133,-1.000223,-1.000223,-2.000447,-2.000447
14.78535,-6.161646,-7.678133,-1.000223,-1.000223,-2.000447,-2.000447
14.78635,-6.162647,-7.679133,-1.000223,-1.000223,-2.000447,-2.000447
14.78735,-6.163647,-7.680134,-1.000223,-1.000223,-2.000447,-2.000447
14.78835,-6.164648,-7.681134,-1.000223,-1.000223,-2.000447,-2.000447
14.78935,-6.165648,-7.682135,-1.000223,-1.000223,-2.000447,-2.000447
14.79035,-6.166648,-7.683135,-1.000223,-1.000223,-2.000447,-2.000447
14.79135,-6.167649,-7.684135,-1.000223,-1.000223,-2.000447,-2.000447
14.79235,-6.168649,-7.685136,-1.000223,-1.000223,-2.000447,-2.000447
14.79335,-6.16965,-7.686136,-1.000223,-1.000223,-2.000447,-2.000447
14.79435,-6.17065,-7.687137,-1.000223,-1.000223,-2.000447,-2.000447
14.79535,-6.17165,-7.688137,-1.000223,-1.000223,-2.000447,-2.000447
14.79635,-6.172651,-7.689137,-1.000223,-1.000223,-2.000447,-2.000447
14.79735,-6.173651,-7.690138,-1.000223,-1.000223,-2.000447,-2.000447
14.79835,-6.174652,-7.691138,-1.000223,-1.000223,-2.000447,-2.000447
14.79935,-6.175652,-7.692139,-1.000223,-1.000223,-2.000447,-2.000447
14.80035,-6.176652,-7.693139,-1.000223,-1.000223,-2.000447,-2.000447
14.80135,-6.177653,-7.694139,-1.000223,-1.000223,-2.000447,-2.000447
14.80235,-6.178653,-7.69514,-1.000223,-1.000223,-2.000447,-2.000447
14.80335,-6.179654,-7.69614,-1.000223,-1.000223,-2.000447,-2.000447
14.80435,-6.180654,-7.697141,-1.000223,-1.000223,-2.000447,-2.000447
14.80535,-6.181654,-7.698141,-1.000223,-1.000223,-2.000447,-2.000447
14.80635,-6.182655,-7.699142,-1.000223,-1.000223,-2.000447,-2.000447
14.80735,-6.183655,-7.700142,-1.000223,-1.000223,-2.000447,-2.000447
14.80835,-6.184656,-7.701142,-1.000223,-1.000223,-2.000447,-2.000447
14.80935,-6.185656,-7.702143,-1.000223,-1.000223,-2.000447,-2.000447
14.81036,-6.186656,-7.703143,-1.000223,-1.000223,-2.000447,-2.000447
14.81136,-6.187657,-7.704144,-1.000223,-1.000223,-2.000447,-2.000447
14.81236,-6.188657,-7.705144,-1.000223,-1.000223,-2.000447,-2.000447
14.81336,-6.189658,-7.706144,-1.000223,-1.000223,-2.000447,-2.000447
14.81436,-6.190658,-7.707145,-1.000223,-1.000223,-2.000447,-2.000447
14.81536,-6.191658,-7.708145,-1.000223,-1.000223,-2.000447,-2.000447
14.81636,-6.192659,-7.709146,-1.000223,-1.000223,-2.000447,-2.000447
14.81736,-6.193659,-7.710146,-1.000223,-1.000223,-2.000447,-2.000447
14.81836,-6.19466,-7.711146,-1.000223,-1.000223,-2.000447,-2.000447
14.81936,-6.19566,-7.712147,-1.000223,-1.000223,-2.000447,-2.000447
14.82036,-6.196661,-7.713147,-1.000223,-1.000223,-2.000447,-2.000447
14.82136,-6.197661,-7.714148,-1.000223,-1.000223,-2.000447,-2.000447
14.82236,-6.198661,-7.715148,-1.000223,-1.000223,-2.000447,-2.000447
14.82336,-6.199662,-7.716148,-1.000223,-1.000223,-2.000447,-2.000447
14.82436,-6.200662,-7.717149,-1.000223,-1.000223,-2.000447,-2.000447
14.82536,-6.201663,-7.718149,-1.000223,-1.000223,-2.000447,-2.000447
14.82636,-6.202663,-7.71915,-1.000223,-1.000223,-2.000447,-2.000447
14.82736,-6.203663,-7.72015,-1.000223,-1.000223,-2.000447,-2.000447
14.82836,-6.204664,-7.72115,-1.000223,-1.000223,-2.000447,-2.000447
14.82936,-6.205664,-7.722151,-1.000223,-1.000223,-2.000447,-2.000447
14.83036,-6.206665,-7.723151,-1.000223,-1.000223,-2.000447,-2.000447
14.83136,-6.207665,-7.724152,-1.000223,-1.000223,-2.000447,-2.000447
14.83236,-6.208665,-7.725152,-1.000223,-1.000223,-2.000447,-2.000447
14.83336,-6.209666,-7.726152,-1.000223,-1.000223,-2.000447,-2.000447
14.83436,-6.210666,-7.727153,-1.000223,-1.000223,-2.000446,-2.000447
14.83537,-6.211667,-7.728153,-1.000223,-1.000223,-2.000447,-2.000447
14.83637,-6.212667,-7.729154,-1.000223,-1.000223,-2.000447,-2.000447
14.83737,-6.213667,-7.730154,-1.000223,-1.000223,-2.000447,-2.000447
14.83837,-6.214668,-7.731154,-1.000223,-1.000223,-2.000447,-2.000447
14.83937,-6.215668,-7.732155,-1.000223,-1.000223,-2.000447,-2.000447
14.84037,-6.216669,-7.733155,-1.000223,-1.000223,-2.000447,-2.000447
14.84137,-6.217669,-7.734156,-1.000223,-1.000223,-2.000447,-2.000447
14.84237,-6.218669,-7.735156,-1.000223,-1.000223,-2.000447,-2.000447
14.84337,-6.21967,-7.736156,-1.000223,-1.000223,-2.000447,-2.000447
14.84437,-6.22067,-7.737157,-1.000223,-1.000223,-2.000447,-2.000447
14.84537,-6.221671,-7.738157,-1.000223,-1.000223,-2.000447,-2.000447
14.84637,-6.222671,-7.739158,-1.000223,-1.000223,-2.000447,-2.000447
14.84737,-6.223671,-7.740158,-1.000223,-1.000223,-2.000447,-2.000447
14.84837,-6.224672,-7.741158,-1.000223,-1.000223,-2.000447,-2.000447
14.84937,-6.225672,-7.742159,-1.000223,-1.000223,-2.000447,-2.000447
14.85037,-6.226673,-7.743159,-1.000223,-1.000223,-2.000447,-2.000447
14.85137,-6.227673,-7.74416,-1.000223,-1.000223,-2.000447,-2.000447
14.85237,-6.228673,-7.74516,-1.000223,-1.000223,-2.000447,-2.000447
14.85337,-6.229674,-7.746161,-1.000223,-1.000223,-2.000447,-2.000447
14.85437,-6.230674,-7.747161,-1.000223,-1.000223,-2.000447,-2.000447
14.85537,-6.231675,-7.748161,-1.000223,-1.000223,-2.000447,-2.000447
14.85637,-6.232675,-7.749162,-1.000223,-1.000223,-2.000447,-2.000447
14.85737,-6.233675,-7.750162,-1.000223,-1.000223,-2.000447,-2.000447
14.85837,-6.234676,-7.751163,-1.000223,-1.000223,-2.000447,-2.000447
14.85938,-6.235676,-7.752163,-1.000223,-1.000223,-2.000447,-2.000447
14.86038,-6.236677,-7.753163,-1.000223,-1.000223,-2.000447,-2.000447
14.86138,-6.237677,-7.754164,-1.000223,-1.000223,-2.000447,-2.000447
14.86238,-6.238678,-7.755164,-1.000223,-1.000223,-2.000447,-2.000447
14.86338,-6.239678,-7.756165,-1.000223,-1.000223,-2.000447,-2.000447
14.86438,-6.240678,-7.757165,-1.000223,-1.000223,-2.000447,-2.000447
14.86538,-6.241679,-7.758165,-1.000223,-1.000223,-2.000447,-2.000447
14.86638,-6.242679,-7.759166,-1.000223,-1.000223,-2.000447,-2.000447
14.86738,-6.24368,-7.760166,-1.000223,-1.000223,-2.000447,-2.000447
14.86838,-6.24468,-7.761167,-1.000223,-1.000223,-2.000447,-2.000447
14.86938,-6.24568,-7.762167,-1.000223,-1.000223,-2.000447,-2.000447
14.87038,-6.246681,-7.763167,-1.000223,-1.000223,-2.000447,-2.000447
14.87138,-6.247681,-7.764168,-1.000223,-1.000223,-2.000447,-2.000447
14.87238,-6.248682,-7.765168,-1.000223,-1.000223,-2.000447,-2.000447
14.87338,-6.249682,-7.766169,-1.000223,-1.000223,-2.000447,-2.000447
14.87438,-6.250682,-7.767169,-1.000223,-1.000223,-2.000447,-2.000447
14.87538,-6.251683,-7.768169,-1.000223,-1.000223,-2.000447,-2.000447
14.87638,-6.252683,-7.76917,-1.000223,-1.000223,-2.000447,-2.000447
14.87738,-6.253684,-7.77017,-1.000223,-1.000223,-2.000447,-2.000447
14.87838,-6.254684,-7.771171,-1.000223,-1.000223,-2.000447,-2.000447
14.87938,-6.255684,-7.772171,-1.000223,-1.000223,-2.000447,-2.000447
14.88038,-6.256685,-7.773171,-1.000223,-1.000223,-2.000447,-2.000447
14.88138,-6.257685,-7.774172,-1.000223,-1.000223,-2.000447,-2.000447
14.88238,-6.258686,-7.775172,-1.000223,-1.000223,-2.000447,-2.000447
14.88338,-6.259686,-7.776173,-1.000223,-1.000223,-2.000447,-2.000447
14.88439,-6.260686,-7.777173,-1.000223,-1.000223,-2.000447,-2.000447
14.88539,-6.261687,-7.778173,-1.000223,-1.000223,-2.000447,-2.000447
14.88639,-6.262687,-7.779174,-1.000223,-1.000223,-2.000447,-2.000447
14.88739,-6.263688,-7.780174,-1.000223,-1.000223,-2.000447,-2.000447
14.88839,-6.264688,-7.781175,-1.000223,-1.000223,-2.000447,-2.000447
14.88939,-6.265688,-7.782175,-1.000223,-1.000223,-2.000447,-2.000447
14.89039,-6.266689,-7.783175,-1.000223,-1.000223,-2.000447,-2.000447
14.89139,-6.267689,-7.784176,-1.000223,-1.000223,-2.000447,-2.000447
14.89239,-6.26869,-7.785176,-1.000223,-1.000223,-2.000447,-2.000447
14.89339,-6.26969,-7.786177,-1.000223,-1.000223,-2.000447,-2.000447
14.89439,-6.27069,-7.787177,-1.000223,-1.000223,-2.000447,-2.000447
14.89539,-6.271691,-7.788177,-1.000223,-1.000223,-2.000447,-2.000447
14.89639,-6.272691,-7.789178,-1.000223,-1.000223,-2.000447,-2.000447
14.89739,-6.273692,-7.790178,-1.000223,-1.000223,-2.000447,-2.000447
14.89839,-6.274692,-7.791179,-1.000223,-1.000223,-2.000447,-2.000447
14.89939,-6.275692,-7.792179,-1.000223,-1.000223,-2.000447,-2.000447
14.90039,-6.276693,-7.79318,-1.000223,-1.000223,-2.000447,-2.000447
14.90139,-6.277693,-7.79418,-1.000223,-1.000223,-2.000447,-2.000447
14.90239,-6.278694,-7.79518,-1.000223,-1.000223,-2.000447,-2.000447
14.90339,-6.279694,-7.796181,-1.000223,-1.000223,-2.000447,-2.000447
14.90439,-6.280694,-7.797181,-1.000223,-1.000223,-2.000447,-2.000447
14.90539,-6.281695,-7.798182,-1.000223,-1.000223,-2.000447,-2.000447
14.90639,-6.282695,-7.799182,-1.000223,-1.000223,-2.000447,-2.000447
14.90739,-6.283696,-7.800182,-1.000223,-1.000223,-2.000447,-2.000447
14.90839,-6.284696,-7.801183,-1.000223,-1.000223,-2.000447,-2.000447
14.9094,-6.285697,-7.802183,-1.000223,-1.000223,-2.000447,-2.000447
14.9104,-6.286697,-7.803184,-1.000223,-1.000223,-2.000447,-2.000447
14.9114,-6.287697,-7.804184,-1.000223,-1.000223,-2.000447,-2.000447
14.9124,-6.288698,-7.805184,-1.000223,-1.000223,-2.000447,-2.000447
14.9134,-6.289698,-7.806185,-1.000223,-1.000223,-2.000447,-2.000447
14.9144,-6.290699,-7.807185,-1.000223,-1.000223,-2.000447,-2.000447
14.9154,-6.291699,-7.808186,-1.000223,-1.000223,-2.000447,-2.000447
14.9164,-6.292699,-7.809186,-1.000223,-1.000223,-2.000447,-2.000447
14.9174,-6.2937,-7.810186,-1.000223,-1.000223,-2.000447,-2.000447
14.9184,-6.2947,-7.811187,-1.000223,-1.000223,-2.000447,-2.000447
14.9194,-6.295701,-7.812187,-1.000223,-1.000223,-2.000447,-2.000447
14.9204,-6.296701,-7.813188,-1.000223,-1.000223,-2.000447,-2.000447
14.9214,-6.297701,-7.814188,-1.000223,-1.000223,-2.000447,-2.000447
14.9224,-6.298702,-7.815188,-1.000223,-1.000223,-2.000447,-2.000447
14.9234,-6.299702,-7.816189,-1.000223,-1.000223,-2.000447,-2.000447
14.9244,-6.300703,-7.817189,-1.000223,-1.000223,-2.000447,-2.000447
14.9254,-6.301703,-7.81819,-1.000223,-1.000223,-2.000447,-2.000447
14.9264,-6.302703,-7.81919,-1.000223,-1.000223,-2.000447,-2.000447
14.9274,-6.303704,-7.82019,-1.000223,-1.000223,-2.000447,-2.000447
14.9284,-6.304704,-7.821191,-1.000223,-1.000223,-2.000447,-2.000447
14.9294,-6.305705,-7.822191,-1.000223,-1.000223,-2.000447,-2.000447
14.9304,-6.306705,-7.823192,-1.000223,-1.000223,-2.000447,-2.000447
14.9314,-6.307705,-7.824192,-1.000223,-1.000223,-2.000447,-2.000447
14.9324,-6.308706,-7.825192,-1.000223,-1.000223,-2.000447,-2.000447
14.9334,-6.309706,-7.826193,-1.000223,-1.000223,-2.000447,-2.000447
14.93441,-6.310707,-7.827193,-1.000223,-1.000223,-2.000447,-2.000447
14.93541,-6.311707,-7.828194,-1.000223,-1.000223,-2.000447,-2.000447
14.93641,-6.312707,-7.829194,-1.000223,-1.000223,-2.000447,-2.000447
14.93741,-6.313708,-7.830194,-1.000223,-1.000223,-2.000447,-2.000447
14.93841,-6.314708,-7.831195,-1.000223,-1.000223,-2.000447,-2.000447
14.93941,-6.315709,-7.832195,-1.000223,-1.000223,-2.000447,-2.000447
14.94041,-6.316709,-7.833196,-1.000223,-1.000223,-2.000447,-2.000447
14.94141,-6.317709,-7.834196,-1.000223,-1.000223,-2.000447,-2.000447
14.94241,-6.31871,-7.835196,-1.000223,-1.000223,-2.000447,-2.000447
14.94341,-6.31971,-7.836197,-1.000223,-1.000223,-2.000447,-2.000447
14.94441,-6.320711,-7.837197,-1.000223,-1.000223,-2.000447,-2.000447
14.94541,-6.321711,-7.838198,-1.000223,-1.000223,-2.000447,-2.000447
14.94641,-6.322711,-7.839198,-1.000223,-1.000223,-2.000447,-2.000447
14.94741,-6.323712,-7.840199,-1.000223,-1.000223,-2.000447,-2.000447
14.94841,-6.324712,-7.841199,-1.000223,-1.000223,-2.000447,-2.000447
14.94941,-6.325713,-7.842199,-1.000223,-1.000223,-2.000447,-2.000447
14.95041,-6.326713,-7.8432,-1.000223,-1.000223,-2.000447,-2.000447
14.95141,-6.327713,-7.8442,-1.000223,-1.000223,-2.000447,-2.000447
14.95241,-6.328714,-7.845201,-1.000223,-1.000223,-2.000447,-2.000447
14.95341,-6.329714,-7.846201,-1.000223,-1.000223,-2.000447,-2.000447
14.95441,-6.330715,-7.847201,-1.000223,-1.000223,-2.000447,-2.000447
14.95541,-6.331715,-7.848202,-1.000223,-1.000223,-2.000447,-2.000447
14.95641,-6.332716,-7.849202,-1.000223,-1.000223,-2.000447,-2.000447
14.95741,-6.333716,-7.850203,-1.000223,-1.000223,-2.000447,-2.000447
14.95842,-6.334716,-7.851203,-1.000223,-1.000223,-2.000447,-2.000447
14.95942,-6.335717,-7.852203,-1.000223,-1.000223,-2.000447,-2.000447
14.96042,-6.336717,-7.853204,-1.000223,-1.000223,-2.000447,-2.000447
14.96142,-6.337718,-7.854204,-1.000223,-1.000223,-2.000447,-2.000447
14.96242,-6.338718,-7.855205,-1.000223,-1.000223,-2.000447,-2.000447
14.96342,-6.339718,-7.856205,-1.000223,-1.000223,-2.000447,-2.000447
14.96442,-6.340719,-7.857205,-1.000223,-1.000223,-2.000447,-2.000447
14.96542,-6.341719,-7.858206,-1.000223,-1.000223,-2.000447,-2.000447
14.96642,-6.34272,-7.859206,-1.000223,-1.000223,-2.000447,-2.000447
14.96742,-6.34372,-7.860207,-1.000223,-1.000223,-2.000447,-2.000447
14.96842,-6.34472,-7.861207,-1.000223,-1.000223,-2.000447,-2.000447
14.96942,-6.34572,-7.862207,-1.000223,-1.000223,-2.000447,-2.000447
14.97042,-6.346721,-7.863208,-1.000223,-1.000223,-2.000447,-2.000447
14.97142,-6.347721,-7.864208,-1.000223,-1.000223,-2.000447,-2.000447
14.97242,-6.348722,-7.865209,-1.000223,-1.000223,-2.000447,-2.000447
14.97342,-6.349722,-7.866209,-1.000223,-1.000223,-2.000447,-2.000447
14.97442,-6.350722,-7.867209,-1.000223,-1.000223,-2.000447,-2.000447
14.97542,-6.351723,-7.86821,-1.000223,-1.000223,-2.000447,-2.000447
14.97642,-6.352723,-7.86921,-1.000223,-1.000223,-2.000447,-2.000447
14.97742,-6.353724,-7.87021,-1.000223,-1.000223,-2.000447,-2.000447
14.97842,-6.354723,-7.871211,-1.000223,-1.000223,-2.000447,-2.000447
14.97942,-6.355724,-7.872211,-1.000223,-1.000223,-2.000447,-2.000447
14.98042,-6.356724,-7.873211,-1.000223,-1.000223,-2.000447,-2.000447
14.98142,-6.357725,-7.874211,-1.000223,-1.000223,-2.000447,-2.000447
14.98242,-6.358725,-7.875212,-1.000223,-1.000223,-2.000447,-2.000447
14.98343,-6.359725,-7.876212,-1.000223,-1.000223,-2.000447,-2.000447
14.98443,-6.360726,-7.877213,-1.000223,-1.000223,-2.000447,-2.000447
14.98543,-6.361726,-7.878213,-1.000223,-1.000223,-2.000447,-2.000447
14.98643,-6.362727,-7.879213,-1.000223,-1.000223,-2.000447,-2.000447
14.98743,-6.363727,-7.880214,-1.000223,-1.000223,-2.000447,-2.000447
14.98843,-6.364727,-7.881214,-1.000223,-1.000223,-2.000447,-2.000447
14.98943,-6.365728,-7.882215,-1.000223,-1.000223,-2.000447,-2.000447
14.99043,-6.366728,-7.883215,-1.000223,-1.000223,-2.000447,-2.000447
14.99143,-6.367729,-7.884215,-1.000223,-1.000223,-2.000447,-2.000447
14.99243,-6.368729,-7.885216,-1.000223,-1.000223,-2.000447,-2.000447
14.99343,-6.36973,-7.886216,-1.000223,-1.000223,-2.000447,-2.000447
14.99443,-6.37073,-7.887217,-1.000223,-1.000223,-2.000447,-2.000447
14.99543,-6.37173,-7.888217,-1.000223,-1.000223,-2.000447,-2.000447
14.99643,-6.372731,-7.889217,-1.000223,-1.000223,-2.000447,-2.000447
14.99743,-6.373731,-7.890218,-1.000223,-1.000223,-2.000447,-2.000447
14.99843,-6.374732,-7.891218,-1.000223,-1.000223,-2.000447,-2.000447
14.99943,-6.375732,-7.892219,-1.000223,-1.000223,-2.000447,-2.000447
15.00043,-6.376732,-7.893219,-1.000223,-1.000223,-2.000447,-2.000447
15.00143,-6.377733,-7.894219,-1.000223,-1.000223,-2.000447,-2.000447
15.00243,-6.378733,-7.89522,-1.000223,-1.000223,-2.000447,-2.000447
15.00343,-6.379734,-7.89622,-1.000223,-1.000223,-2.000447,-2.000447
15.00443,-6.380734,-7.897221,-1.000223,-1.000223,-2.000447,-2.000447
15.00543,-6.381734,-7.898221,-1.000223,-1.000223,-2.000447,-2.000447
15.00643,-6.382735,-7.899221,-1.000223,-1.000223,-2.000447,-2.000447
15.00743,-6.383735,-7.900222,-1.000223,-1.000223,-2.000447,-2.000447
15.00844,-6.384736,-7.901222,-1.000223,-1.000223,-2.000447,-2.000447
15.00944,-6.385736,-7.902223,-1.000223,-1.000223,-2.000447,-2.000447
15.01044,-6.386736,-7.903223,-1.000223,-1.000223,-2.000447,-2.000447
15.01144,-6.387737,-7.904223,-1.000223,-1.000223,-2.000447,-2.000447
15.01244,-6.388737,-7.905224,-1.000223,-1.000223,-2.000447,-2.000447
